,Unnamed: 0,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital period,solar system name,planet discovery method,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],indice masa
126,126,126,1545,Kepler-1091 b,2985.0,2.73 Earths,14.715,2016,Super Earth,1.46 x Earth,1.4 days,Kepler-1089,Transit,1687.2222222222222,0.52,0.49,muy caliente,criogenia,1.46,2.73
127,127,127,1546,Kepler-1092 b,2981.0,4.94 Earths,14.616,2016,Super Earth,2.07 x Earth,58.6 days,Kepler-109,Transit,2908.8888888888887,1.04,1.32,muy caliente,criogenia,2.07,4.94
128,128,128,1547,Kepler-1093 b,2766.0,4.46 Earths,13.808,2016,Super Earth,1.95 x Earth,25.1 days,Kepler-109,Transit,2908.8888888888887,1.04,1.32,muy caliente,criogenia,1.95,4.46
129,129,129,1548,Kepler-1093 c,2766.0,4.5 Earths,13.808,2016,Super Earth,1.96 x Earth,89.7 days,Kepler-1090,Transit,2558.333333333333,0.86,0.82,muy caliente,criogenia,1.96,4.5
130,130,130,1549,Kepler-1094 b,4472.0,10.2 Earths,14.961,2016,Neptune-like,0.284 x Jupiter,78.1 days,Kepler-1091,Transit,2852.777777777778,1.01,1.03,muy caliente,criogenia,0.284,10.2
131,131,131,1550,Kepler-1095 b,2473.0,1.92 Earths,14.526,2016,Super Earth,1.21 x Earth,4.3 days,Kepler-1092,Transit,2858.8888888888887,0.99,1.0,muy caliente,criogenia,1.21,1.92
132,132,132,1551,Kepler-1096 b,1122.0,2.07 Earths,15.061,2016,Super Earth,1.24 x Earth,2.9 days,Kepler-1093,Transit,3027.777777777778,1.13,1.2,muy caliente,criogenia,1.24,2.07
133,133,133,1552,Kepler-1097 b,2407.0,10.7 Earths,15.207,2016,Neptune-like,0.291 x Jupiter,187.7 days,Kepler-1093,Transit,3027.777777777778,1.13,1.2,muy caliente,criogenia,0.291,10.7
134,134,134,1553,Kepler-1098 b,2858.0,2.24 Earths,14.733,2016,Super Earth,1.3 x Earth,2.5 days,Kepler-1094,Transit,2997.777777777778,1.14,1.21,muy caliente,criogenia,1.3,2.24
135,135,135,1554,Kepler-1099 b,3944.0,8.4 Earths,15.134,2016,Neptune-like,0.252 x Jupiter,2.2 days,Kepler-1095,Transit,2745.555555555556,0.94,0.92,muy caliente,criogenia,0.252,8.4
136,136,136,1555,Kepler-109 b,1570.0,7.3 Earths,12.295,2014,Neptune-like,0.211 x Jupiter,6.5 days,Kepler-1096,Transit,1994.4444444444443,0.66,0.63,muy caliente,criogenia,0.211,7.3
137,137,137,1556,Kepler-109 c,1570.0,21.8 Earths,12.295,2014,Neptune-like,0.225 x Jupiter,21.2 days,Kepler-1097,Transit,2497.222222222222,0.82,0.79,muy caliente,criogenia,0.225,21.8
138,138,138,1557,Kepler-10 b,608.0,4.60853 Earths,10.94,2011,Super Earth,1.481 x Earth,0.8 days,Kepler-1098,Transit,2821.111111111112,0.99,0.99,muy caliente,criogenia,1.481,4.60853
139,139,139,1558,Kepler-10 c,608.0,7.37 Earths,10.94,2011,Super Earth,0.207 x Jupiter,45.3 days,Kepler-1099,Transit,2845.0,1.01,1.0,muy caliente,criogenia,0.207,7.37
140,140,140,1559,Kepler-1100 b,3066.0,3.71 Earths,13.822,2016,Super Earth,1.75 x Earth,6.4 days,Kepler-11,Transit,2748.333333333333,0.96,1.06,muy caliente,criogenia,1.75,3.71
141,141,141,1560,Kepler-1101 b,2926.0,6.66 Earths,15.096,2016,Neptune-like,0.22 x Jupiter,81.3 days,Kepler-11,Transit,2748.333333333333,0.96,1.06,muy caliente,criogenia,0.22,6.66
142,142,142,1561,Kepler-1102 b,3216.0,7.56 Earths,14.922,2016,Neptune-like,0.237 x Jupiter,51.3 days,Kepler-11,Transit,2748.333333333333,0.96,1.06,muy caliente,criogenia,0.237,7.56
143,143,143,1562,Kepler-1103 b,3004.0,5.77 Earths,14.073,2016,Neptune-like,0.203 x Jupiter,19.8 days,Kepler-11,Transit,2748.333333333333,0.96,1.06,muy caliente,criogenia,0.203,5.77
144,144,144,1563,Kepler-1104 b,1683.0,2.04 Earths,12.083,2016,Super Earth,1.23 x Earth,5 days,Kepler-11,Transit,2748.333333333333,0.96,1.06,muy caliente,criogenia,1.23,2.04
145,145,145,1564,Kepler-1105 b,1204.0,4.7 Earths,15.142,2016,Super Earth,2.01 x Earth,4.4 days,Kepler-11,Transit,2748.333333333333,0.96,1.06,muy caliente,criogenia,2.01,4.7
146,146,146,1565,Kepler-1106 b,3810.0,3.36 Earths,14.628,2016,Super Earth,1.65 x Earth,1.3 days,Kepler-110,Transit,2913.333333333333,0.96,1.15,muy caliente,criogenia,1.65,3.36
147,147,147,1566,Kepler-1107 b,1491.0,2.36 Earths,14.128,2016,Super Earth,1.34 x Earth,0.6 days,Kepler-110,Transit,2913.333333333333,0.96,1.15,muy caliente,criogenia,1.34,2.36
148,148,148,1567,Kepler-1108 b,2492.0,2.73 Earths,14.919,2016,Super Earth,1.46 x Earth,4.5 days,Kepler-1100,Transit,3072.777777777778,1.21,1.34,muy caliente,criogenia,1.46,2.73
149,149,149,1568,Kepler-1109 b,2600.0,5.43 Earths,14.266,2016,Neptune-like,2.19 x Earth,37.6 days,Kepler-1101,Transit,2721.111111111112,0.94,0.91,muy caliente,criogenia,2.19,5.43
150,150,150,1569,Kepler-110 b,1946.0,4.01 Earths,12.902,2014,Super Earth,1.83 x Earth,12.7 days,Kepler-1102,Transit,2782.222222222222,0.96,0.94,muy caliente,criogenia,1.83,4.01
151,151,151,1570,Kepler-110 c,1946.0,5.52 Earths,12.902,2014,Neptune-like,2.21 x Earth,31.7 days,Kepler-1103,Transit,2986.6666666666665,1.11,1.15,muy caliente,criogenia,2.21,5.52
152,152,152,1571,Kepler-1110 b,2368.0,7.56 Earths,15.887,2016,Neptune-like,0.237 x Jupiter,9.7 days,Kepler-1104,Transit,3167.222222222222,1.3,1.41,muy caliente,criogenia,0.237,7.56
153,153,153,1572,Kepler-1111 b,3725.0,4.66 Earths,14.715,2016,Super Earth,2.0 x Earth,8.8 days,Kepler-1105,Transit,1990.555555555556,0.71,0.68,muy caliente,criogenia,2.0,4.66
154,154,154,1573,Kepler-1112 b,5656.0,9.38 Earths,14.561,2016,Neptune-like,0.269 x Jupiter,14.4 days,Kepler-1106,Transit,2993.333333333333,1.11,1.17,muy caliente,criogenia,0.269,9.38
155,155,155,1574,Kepler-1113 b,3676.0,8.3 Earths,14.783,2016,Neptune-like,0.251 x Jupiter,42.3 days,Kepler-1107,Transit,2528.8888888888887,0.86,0.82,muy caliente,criogenia,0.251,8.3
156,156,156,1575,Kepler-1114 b,1393.0,2.39 Earths,13.758,2016,Super Earth,1.35 x Earth,15 days,Kepler-1108,Transit,2605.555555555556,0.88,0.84,muy caliente,criogenia,1.35,2.39
157,157,157,1576,Kepler-1115 b,3050.0,3.53 Earths,11.882,2016,Super Earth,1.7 x Earth,23.6 days,Kepler-1109,Transit,2876.111111111112,1.05,1.06,muy caliente,criogenia,1.7,3.53
158,158,158,1577,Kepler-1116 b,3317.0,6.99 Earths,15.235,2016,Neptune-like,0.227 x Jupiter,41.7 days,Kepler-111,Transit,2908.8888888888887,0.96,1.16,muy caliente,criogenia,0.227,6.99
159,159,159,1578,Kepler-1117 b,2019.0,1.41 Earths,14.124,2016,Super Earth,1.11 x Earth,4.8 days,Kepler-111,Transit,2908.8888888888887,0.96,1.16,muy caliente,criogenia,1.11,1.41
160,160,160,1579,Kepler-1118 b,2668.0,7.95 Earths,14.956,2016,Neptune-like,0.244 x Jupiter,38.7 days,Kepler-1110,Transit,2258.333333333333,0.73,0.7,muy caliente,criogenia,0.244,7.95
161,161,161,1580,Kepler-1119 b,4201.0,4.35 Earths,15.067,2016,Super Earth,1.92 x Earth,8.3 days,Kepler-1111,Transit,2978.333333333333,1.1,1.15,muy caliente,criogenia,1.92,4.35
162,162,162,1581,Kepler-111 b,2185.0,3.12 Earths,13.419,2014,Super Earth,1.58 x Earth,3.3 days,Kepler-1112,Transit,3211.111111111112,1.34,1.54,muy caliente,criogenia,1.58,3.12
163,163,163,1582,Kepler-111 c,2185.0,0.132 Jupiters,13.419,2014,Gas Giant,0.651 x Jupiter,224.8 days,Kepler-1113,Transit,2897.222222222222,1.12,1.17,muy caliente,criogenia,0.651,0.132
164,164,164,1583,Kepler-1120 b,2071.0,2.48 Earths,15.304,2016,Super Earth,1.38 x Earth,2.9 days,Kepler-1114,Transit,2587.777777777778,0.87,0.83,muy caliente,criogenia,1.38,2.48
165,165,165,1584,Kepler-1121 b,1726.0,4.31 Earths,12.017,2016,Super Earth,1.91 x Earth,13.2 days,Kepler-1115,Transit,4313.333333333333,1.6,1.73,muy caliente,criogenia,1.91,4.31
166,166,166,1585,Kepler-1122 b,3014.0,4.82 Earths,15.102,2016,Super Earth,2.04 x Earth,42.2 days,Kepler-1116,Transit,2736.111111111112,0.95,0.93,muy caliente,criogenia,2.04,4.82
167,167,167,1586,Kepler-1123 b,2597.0,3.43 Earths,14.807,2016,Super Earth,1.67 x Earth,4.3 days,Kepler-1117,Transit,2720.0,0.95,0.93,muy caliente,criogenia,1.67,3.43
168,168,168,1587,Kepler-1124 b,577.0,2.18 Earths,15.968,2016,Super Earth,1.28 x Earth,2.9 days,Kepler-1118,Transit,2762.222222222222,0.96,0.97,muy caliente,criogenia,1.28,2.18
169,169,169,1588,Kepler-1125 b,2968.0,4.04 Earths,14.877,2016,Super Earth,1.84 x Earth,17.7 days,Kepler-1119,Transit,2981.6666666666665,1.11,1.17,muy caliente,criogenia,1.84,4.04
170,170,170,1589,Kepler-1126 b,2179.0,3.64 Earths,14.021,2016,Super Earth,1.73 x Earth,108.6 days,Kepler-112,Transit,2682.222222222222,0.96,0.84,muy caliente,criogenia,1.73,3.64
171,171,171,1590,Kepler-1127 b,3249.0,4.5 Earths,15.133,2016,Super Earth,1.96 x Earth,5.1 days,Kepler-112,Transit,2682.222222222222,0.96,0.84,muy caliente,criogenia,1.96,4.5
172,172,172,1591,Kepler-1128 b,3794.0,12.9 Earths,15.686,2016,Neptune-like,0.326 x Jupiter,61.6 days,Kepler-1120,Transit,2326.6666666666665,0.78,0.74,muy caliente,criogenia,0.326,12.9
173,173,173,1592,Kepler-1129 b,4104.0,9.06 Earths,15.257,2016,Neptune-like,0.264 x Jupiter,24.3 days,Kepler-1121,Transit,3063.8888888888887,1.29,1.59,muy caliente,criogenia,0.264,9.06
174,174,174,1593,Kepler-1129 c,4104.0,7.9 Earths,15.257,2016,Neptune-like,0.244 x Jupiter,76.5 days,Kepler-1122,Transit,2682.222222222222,0.92,0.89,muy caliente,criogenia,0.244,7.9
175,175,175,1594,Kepler-112 b,1699.0,6.17 Earths,13.766,2014,Neptune-like,0.211 x Jupiter,8.4 days,Kepler-1123,Transit,2657.777777777778,0.93,0.9,muy caliente,criogenia,0.211,6.17
176,176,176,1595,Kepler-112 c,1699.0,6.35 Earths,13.766,2014,Neptune-like,0.214 x Jupiter,28.6 days,Kepler-1124,Transit,1634.4444444444443,0.35,0.34,muy caliente,criogenia,0.214,6.35
177,177,177,1596,Kepler-1130 b,763.0,0.437 Earths,12.396,2016,Terrestrial,0.8 x Earth,5.5 days,Kepler-1125,Transit,2759.4444444444443,0.95,0.94,muy caliente,criogenia,0.8,0.437
178,178,178,1597,Kepler-1131 b,3618.0,3.15 Earths,14.937,2016,Super Earth,1.59 x Earth,3.5 days,Kepler-1126,Transit,2823.333333333333,0.92,0.93,muy caliente,criogenia,1.59,3.15
179,179,179,1598,Kepler-1132 b,3066.0,6.12 Earths,15.472,2016,Neptune-like,0.21 x Jupiter,62.9 days,Kepler-1127,Transit,2748.8888888888887,0.97,0.95,muy caliente,criogenia,0.21,6.12
180,180,180,1599,Kepler-1133 b,2678.0,4.54 Earths,14.81,2016,Super Earth,1.97 x Earth,11.6 days,Kepler-1128,Transit,2681.6666666666665,0.94,0.91,muy caliente,criogenia,1.97,4.54
181,181,181,1600,Kepler-1134 b,3252.0,7.46 Earths,15.825,2016,Neptune-like,0.236 x Jupiter,17.1 days,Kepler-1129,Transit,2841.6666666666665,1.0,1.0,muy caliente,criogenia,0.236,7.46
182,182,182,1601,Kepler-1135 b,2375.0,4.08 Earths,14.295,2016,Super Earth,1.85 x Earth,77 days,Kepler-1129,Transit,2841.6666666666665,1.0,1.0,muy caliente,criogenia,1.85,4.08
183,183,183,1602,Kepler-1136 b,1778.0,3.33 Earths,15.642,2016,Super Earth,1.64 x Earth,2.4 days,Kepler-113,Transit,2227.222222222222,0.75,0.69,muy caliente,criogenia,1.64,3.33
184,184,184,1603,Kepler-1137 b,3167.0,5.48 Earths,12.691,2016,Neptune-like,2.2 x Earth,23.9 days,Kepler-113,Transit,2227.222222222222,0.75,0.69,muy caliente,criogenia,2.2,5.48
185,185,185,1604,Kepler-1138 b,3591.0,3.53 Earths,15.336,2016,Super Earth,1.7 x Earth,3.2 days,Kepler-1130,Transit,2603.8888888888887,0.9,0.81,muy caliente,criogenia,1.7,3.53
186,186,186,1605,Kepler-1139 b,1810.0,1.81 Earths,14.135,2016,Super Earth,1.19 x Earth,0.8 days,Kepler-1131,Transit,2852.777777777778,1.03,1.04,muy caliente,criogenia,1.19,1.81
187,187,187,1606,Kepler-113 b,862.0,11.7 Earths,13.46,2014,Super Earth,1.82 x Earth,4.8 days,Kepler-1132,Transit,2545.555555555556,0.87,0.83,muy caliente,criogenia,1.82,11.7
188,188,188,1607,Kepler-113 c,862.0,8.7 Earths,13.46,2014,Neptune-like,2.18 x Earth,8.9 days,Kepler-1133,Transit,2696.111111111112,0.93,0.9,muy caliente,criogenia,2.18,8.7
189,189,189,1608,Kepler-1140 b,2143.0,8.1 Earths,15.453,2016,Neptune-like,0.247 x Jupiter,24.1 days,Kepler-1134,Transit,2536.111111111112,0.84,0.81,muy caliente,criogenia,0.247,8.1
190,190,190,1609,Kepler-1141 b,1191.0,0.477 Earths,12.335,2016,Terrestrial,0.82 x Earth,2.3 days,Kepler-1135,Transit,2744.4444444444443,0.96,0.94,muy caliente,criogenia,0.82,0.477
191,191,191,1610,Kepler-1142 b,2274.0,2.76 Earths,14.278,2016,Super Earth,1.47 x Earth,18.3 days,Kepler-1136,Transit,2108.8888888888887,0.72,0.68,muy caliente,criogenia,1.47,2.76
192,192,192,1611,Kepler-1143 b,2062.0,3.43 Earths,15.194,2016,Super Earth,1.67 x Earth,2.9 days,Kepler-1137,Transit,3383.8888888888887,1.5,1.84,muy caliente,criogenia,1.67,3.43
193,193,193,1612,Kepler-1143 c,2062.0,12.6 Earths,15.194,2016,Neptune-like,0.321 x Jupiter,210.6 days,Kepler-1138,Transit,2703.333333333333,0.95,0.92,muy caliente,criogenia,0.321,12.6
194,194,194,1613,Kepler-1144 b,3301.0,4.62 Earths,14.913,2016,Super Earth,1.99 x Earth,17.1 days,Kepler-1139,Transit,2685.555555555556,0.94,0.91,muy caliente,criogenia,1.99,4.62
195,195,195,1614,Kepler-1145 b,2329.0,2.54 Earths,15.45,2016,Super Earth,1.4 x Earth,4 days,Kepler-114,Transit,2160.555555555556,0.96,0.67,muy caliente,criogenia,1.4,2.54
196,196,196,1615,Kepler-1146 b,2264.0,2.04 Earths,15.85,2016,Super Earth,1.23 x Earth,2.4 days,Kepler-114,Transit,2160.555555555556,0.96,0.67,muy caliente,criogenia,1.23,2.04
197,197,197,1616,Kepler-1147 b,4815.0,7.32 Earths,15.356,2016,Neptune-like,0.233 x Jupiter,10.6 days,Kepler-114,Transit,2160.555555555556,0.96,0.67,muy caliente,criogenia,0.233,7.32
198,198,198,1617,Kepler-1148 b,2225.0,3.5 Earths,15.281,2016,Super Earth,1.69 x Earth,1.1 days,Kepler-1140,Transit,2296.6666666666665,0.76,0.73,muy caliente,criogenia,1.69,3.5
199,199,199,1618,Kepler-1149 b,3337.0,2.67 Earths,14.931,2016,Super Earth,1.44 x Earth,3.7 days,Kepler-1141,Transit,2819.4444444444443,1.01,1.07,muy caliente,criogenia,1.44,2.67
200,200,200,1619,Kepler-114 b,853.0,6.8 Earths,13.712,2014,Super Earth,1.26 x Earth,5.2 days,Kepler-1142,Transit,2760.555555555556,0.97,0.96,muy caliente,criogenia,1.26,6.8
201,201,201,1620,Kepler-114 c,853.0,2.8 Earths,13.712,2013,Super Earth,1.6 x Earth,8 days,Kepler-1143,Transit,2409.4444444444443,0.81,0.77,muy caliente,criogenia,1.6,2.8
202,202,202,1621,Kepler-114 d,853.0,3.9 Earths,13.712,2013,Neptune-like,0.226 x Jupiter,11.8 days,Kepler-1143,Transit,2409.4444444444443,0.81,0.77,muy caliente,criogenia,0.226,3.9
203,203,203,1622,Kepler-1150 b,1217.0,1.04 Earths,14.423,2016,Super Earth,1.02 x Earth,2.8 days,Kepler-1144,Transit,2798.333333333333,0.98,0.96,muy caliente,criogenia,1.02,1.04
204,204,204,1623,Kepler-1151 b,2489.0,5.56 Earths,14.857,2016,Neptune-like,2.22 x Earth,65.6 days,Kepler-1145,Transit,2415.555555555556,0.79,0.75,muy caliente,criogenia,2.22,5.56
205,205,205,1624,Kepler-1152 b,600.0,0.59 Earths,14.598,2016,Terrestrial,0.87 x Earth,1.6 days,Kepler-1146,Transit,2208.8888888888887,0.74,0.7,muy caliente,criogenia,0.87,0.59
206,206,206,1625,Kepler-1153 b,3865.0,3.64 Earths,15.798,2016,Super Earth,1.73 x Earth,1.8 days,Kepler-1147,Transit,2902.777777777778,1.09,1.14,muy caliente,criogenia,1.73,3.64
207,207,207,1626,Kepler-1154 b,4994.0,6.08 Earths,14.779,2016,Neptune-like,0.209 x Jupiter,5.2 days,Kepler-1148,Transit,2410.0,0.81,0.77,muy caliente,criogenia,0.209,6.08
208,208,208,1627,Kepler-1154 c,4994.0,6.17 Earths,14.779,2016,Neptune-like,0.211 x Jupiter,8.5 days,Kepler-1149,Transit,2842.777777777778,1.02,1.01,muy caliente,criogenia,0.211,6.17
209,209,209,1628,Kepler-1155 b,3220.0,4.78 Earths,14.739,2016,Super Earth,2.03 x Earth,33.5 days,Kepler-115,Transit,2923.8888888888887,0.96,1.21,muy caliente,criogenia,2.03,4.78
210,210,210,1629,Kepler-1156 b,2476.0,2.3 Earths,14.126,2016,Super Earth,1.32 x Earth,11.9 days,Kepler-115,Transit,2923.8888888888887,0.96,1.21,muy caliente,criogenia,1.32,2.3
211,211,211,1630,Kepler-1157 b,1129.0,1.32 Earths,14.377,2016,Super Earth,1.09 x Earth,4.5 days,Kepler-1150,Transit,2243.333333333333,0.76,0.72,muy caliente,criogenia,1.09,1.32
212,212,212,1631,Kepler-1158 b,4104.0,6.08 Earths,13.574,2016,Neptune-like,0.209 x Jupiter,13.5 days,Kepler-1151,Transit,2641.111111111112,0.88,0.85,muy caliente,criogenia,0.209,6.08
213,213,213,1632,Kepler-1159 b,4038.0,6.21 Earths,14.545,2016,Neptune-like,0.211 x Jupiter,22.7 days,Kepler-1152,Transit,1804.4444444444443,0.55,0.53,muy caliente,criogenia,0.211,6.21
214,214,214,1633,Kepler-115 b,2071.0,1.32 Earths,13.392,2014,Super Earth,1.09 x Earth,2.4 days,Kepler-1153,Transit,2641.111111111112,0.91,0.88,muy caliente,criogenia,1.09,1.32
215,215,215,1634,Kepler-115 c,2071.0,7.27 Earths,13.392,2014,Neptune-like,0.232 x Jupiter,9 days,Kepler-1154,Transit,3117.222222222222,1.26,1.43,muy caliente,criogenia,0.232,7.27
216,216,216,1635,Kepler-1160 b,4218.0,5.22 Earths,15.8,2016,Neptune-like,2.14 x Earth,8 days,Kepler-1154,Transit,3117.222222222222,1.26,1.43,muy caliente,criogenia,2.14,5.22
217,217,217,1636,Kepler-1161 b,1396.0,5.18 Earths,15.8,2016,Neptune-like,2.13 x Earth,10.7 days,Kepler-1155,Transit,2847.777777777778,1.03,1.03,muy caliente,criogenia,2.13,5.18
218,218,218,1637,Kepler-1162 b,3226.0,5.52 Earths,15.485,2016,Neptune-like,2.21 x Earth,32.6 days,Kepler-1156,Transit,2812.222222222222,1.0,1.0,muy caliente,criogenia,2.21,5.52
219,219,219,1638,Kepler-1163 b,1589.0,1.08 Earths,12.118,2016,Super Earth,1.03 x Earth,6.1 days,Kepler-1157,Transit,2201.6666666666665,0.76,0.71,muy caliente,criogenia,1.03,1.08
220,220,220,1639,Kepler-1164 b,1458.0,1.46 Earths,14.09,2016,Super Earth,1.12 x Earth,4 days,Kepler-1158,Transit,3048.333333333333,1.41,1.95,muy caliente,criogenia,1.12,1.46
221,221,221,1640,Kepler-1165 b,3526.0,3.02 Earths,14.392,2016,Super Earth,1.55 x Earth,9.5 days,Kepler-1159,Transit,3056.111111111112,1.19,1.28,muy caliente,criogenia,1.55,3.02
222,222,222,1641,Kepler-1166 b,2114.0,3.5 Earths,14.466,2016,Super Earth,1.69 x Earth,33.2 days,Kepler-116,Transit,3014.4444444444443,0.96,1.45,muy caliente,criogenia,1.69,3.5
223,223,223,1642,Kepler-1167 b,2645.0,3.57 Earths,15.929,2016,Super Earth,1.71 x Earth,1 days,Kepler-116,Transit,3014.4444444444443,0.96,1.45,muy caliente,criogenia,1.71,3.57
224,224,224,1643,Kepler-1168 b,2972.0,6.8 Earths,15.609,2016,Neptune-like,0.223 x Jupiter,55.8 days,Kepler-1160,Transit,2668.333333333333,0.92,0.89,muy caliente,criogenia,0.223,6.8
225,225,225,1644,Kepler-1169 b,1755.0,0.779 Earths,12.685,2016,Terrestrial,0.94 x Earth,6.1 days,Kepler-1161,Transit,1965.0,0.59,0.57,muy caliente,criogenia,0.94,0.779
226,226,226,1645,Kepler-116 b,3203.0,11.6 Earths,13.689,2014,Neptune-like,0.305 x Jupiter,6 days,Kepler-1162,Transit,2596.6666666666665,0.89,0.84,muy caliente,criogenia,0.305,11.6
227,227,227,1646,Kepler-116 c,3203.0,5.9 Earths,13.689,2014,Neptune-like,0.205 x Jupiter,13.1 days,Kepler-1163,Transit,3103.333333333333,1.22,1.35,muy caliente,criogenia,0.205,5.9
228,228,228,1647,Kepler-1170 b,2972.0,6.39 Earths,15.909,2016,Neptune-like,0.215 x Jupiter,10 days,Kepler-1164,Transit,2481.6666666666665,0.85,0.79,muy caliente,criogenia,0.215,6.39
229,229,229,1648,Kepler-1171 b,2006.0,7.08 Earths,11.459,2016,Neptune-like,0.228 x Jupiter,1.4 days,Kepler-1165,Transit,2980.0,1.13,1.18,muy caliente,criogenia,0.228,7.08
230,230,230,1649,Kepler-1172 b,4215.0,10.3 Earths,15.846,2016,Neptune-like,0.285 x Jupiter,26 days,Kepler-1166,Transit,2627.777777777778,0.9,0.86,muy caliente,criogenia,0.285,10.3
231,231,231,1650,Kepler-1173 b,1311.0,0.64 Earths,13.804,2016,Terrestrial,0.89 x Earth,0.8 days,Kepler-1167,Transit,2363.8888888888887,0.79,0.75,muy caliente,criogenia,0.89,0.64
232,232,232,1651,Kepler-1174 b,2704.0,3.15 Earths,14.159,2016,Super Earth,1.59 x Earth,6.9 days,Kepler-1168,Transit,2467.222222222222,0.87,0.82,muy caliente,criogenia,1.59,3.15
233,233,233,1652,Kepler-1175 b,4058.0,9.22 Earths,15.916,2016,Neptune-like,0.267 x Jupiter,37.9 days,Kepler-1169,Transit,3041.6666666666665,1.24,1.23,muy caliente,criogenia,0.267,9.22
234,234,234,1653,Kepler-1176 b,3337.0,6.57 Earths,15.05,2016,Neptune-like,0.219 x Jupiter,24.2 days,Kepler-117,Transit,3018.8888888888887,1.13,1.61,muy caliente,criogenia,0.219,6.57
235,235,235,1654,Kepler-1177 b,2704.0,4.27 Earths,14.508,2016,Super Earth,1.9 x Earth,106.2 days,Kepler-117,Transit,3018.8888888888887,1.13,1.61,muy caliente,criogenia,1.9,4.27
236,236,236,1655,Kepler-1178 b,1096.0,1.24 Earths,13.96,2016,Super Earth,1.07 x Earth,31.8 days,Kepler-1170,Transit,2418.333333333333,0.8,0.76,muy caliente,criogenia,1.07,1.24
237,237,237,1656,Kepler-1179 b,1481.0,2.3 Earths,14.068,2016,Super Earth,1.32 x Earth,2.7 days,Kepler-1171,Transit,3515.555555555556,1.58,1.95,muy caliente,criogenia,1.32,2.3
238,238,238,1657,Kepler-117 b,4665.0,29.875 Earths,14.247,2014,Neptune-like,0.719 x Jupiter,18.8 days,Kepler-1172,Transit,2690.0,0.92,0.89,muy caliente,criogenia,0.719,29.875
239,239,239,1658,Kepler-117 c,4665.0,1.84 Jupiters,14.247,2014,Gas Giant,1.101 x Jupiter,50.8 days,Kepler-1173,Transit,2520.0,0.86,0.82,muy caliente,criogenia,1.101,1.84
240,240,240,1659,Kepler-1180 b,4188.0,4.62 Earths,14.984,2016,Super Earth,1.99 x Earth,16.9 days,Kepler-1174,Transit,2900.0,1.04,1.04,muy caliente,criogenia,1.99,4.62
241,241,241,1660,Kepler-1181 b,2828.0,3.09 Earths,13.455,2016,Super Earth,1.57 x Earth,4.9 days,Kepler-1175,Transit,2631.6666666666665,0.9,0.86,muy caliente,criogenia,1.57,3.09
242,242,242,1661,Kepler-1182 b,4104.0,6.39 Earths,15.345,2016,Neptune-like,0.215 x Jupiter,11.2 days,Kepler-1176,Transit,2848.8888888888887,1.01,1.02,muy caliente,criogenia,0.215,6.39
243,243,243,1662,Kepler-1183 b,4495.0,8.35 Earths,15.83,2016,Neptune-like,0.252 x Jupiter,28.5 days,Kepler-1177,Transit,2775.555555555556,0.98,0.97,muy caliente,criogenia,0.252,8.35
244,244,244,1663,Kepler-1184 b,3892.0,7.65 Earths,14.931,2016,Neptune-like,0.239 x Jupiter,53.6 days,Kepler-1178,Transit,2374.4444444444443,0.8,0.75,muy caliente,criogenia,0.239,7.65
245,245,245,1664,Kepler-1185 b,966.0,2.33 Earths,12.552,2016,Super Earth,1.33 x Earth,104.4 days,Kepler-1179,Transit,2497.777777777778,0.84,0.81,muy caliente,criogenia,1.33,2.33
246,246,246,1665,Kepler-1186 b,3627.0,5.6 Earths,15.267,2016,Neptune-like,2.23 x Earth,16.1 days,Kepler-118,Transit,2532.222222222222,0.96,1.09,muy caliente,criogenia,2.23,5.6
247,247,247,1666,Kepler-1187 b,3357.0,7.32 Earths,14.566,2016,Neptune-like,0.233 x Jupiter,18.9 days,Kepler-118,Transit,2532.222222222222,0.96,1.09,muy caliente,criogenia,0.233,7.32
248,248,248,1667,Kepler-1188 b,3921.0,4.98 Earths,14.968,2016,Super Earth,2.08 x Earth,17.1 days,Kepler-1180,Transit,2978.333333333333,1.09,1.14,muy caliente,criogenia,2.08,4.98
249,249,249,1668,Kepler-1189 b,2880.0,3.78 Earths,14.249,2016,Super Earth,1.77 x Earth,3.8 days,Kepler-1181,Transit,3033.333333333333,1.17,1.3,muy caliente,criogenia,1.77,3.78
250,250,250,1669,Kepler-118 b,1904.0,4.5 Earths,14.719,2014,Super Earth,1.96 x Earth,7.5 days,Kepler-1182,Transit,2893.333333333333,1.04,1.05,muy caliente,criogenia,1.96,4.5
251,251,251,1670,Kepler-118 c,1904.0,0.144 Jupiters,14.719,2014,Gas Giant,0.685 x Jupiter,20.2 days,Kepler-1183,Transit,2805.0,1.0,0.99,muy caliente,criogenia,0.685,0.144
252,252,252,1671,Kepler-1190 b,1253.0,2.33 Earths,14.494,2016,Super Earth,1.33 x Earth,10.5 days,Kepler-1184,Transit,2926.111111111112,1.05,1.07,muy caliente,criogenia,1.33,2.33
253,253,253,1672,Kepler-1191 b,2858.0,2.89 Earths,15.312,2016,Super Earth,1.51 x Earth,5.6 days,Kepler-1185,Transit,2725.555555555556,0.96,0.87,muy caliente,criogenia,1.51,2.89
